租金(元),面积(平米),均价,评分,户型,室,厅,卫,装修,出租方式,面积评分,租金评分,装修评分,地址评分,总评分,地址,url
3200.0,100.0,32.0,100%,3室2厅2卫,3,2,2,中装修,整租,1,0,0,0,1,深圳龙岗龙城南路1号1巷（南联第三工业区以西）,http://sz.zu.fang.com/chuzu/3_209863241_1.htm
3000.0,30.0,100.0,100%,1室0厅1卫,1,0,1,豪华装修,整租,0,0,1,0,1,深圳福田福田区上梅林广夏路,http://sz.zu.fang.com/chuzu/3_209643127_1.htm
3980.0,89.0,44.72,100%,3室2厅2卫,3,2,2,简装修,整租,1,0,0,0,1,深圳宝安福永街道大洋路与塘新路交汇处,http://sz.zu.fang.com/chuzu/3_209563443_1.htm
4000.0,37.0,108.11,100%,2室1厅1卫,2,1,1,精装修,整租,0,0,1,0,1,深圳罗湖深圳市罗湖区泥岗村金碧路,http://sz.zu.fang.com/chuzu/3_209814749_1.htm
2000.0,54.0,37.04,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,0,1,深圳宝安松岗街道松安路东北侧江边村,http://sz.zu.fang.com/chuzu/3_208015463_1.htm
3500.0,30.0,116.67,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳龙岗坂田布龙路与坂雪岗大道交汇处（坂田站A出口西侧50米,http://sz.zu.fang.com/chuzu/3_209769144_1.htm
4800.0,86.0,55.81,100%,3室2厅2卫,3,2,2,简装修,整租,1,0,0,0,1,深圳宝安前海大空港福永中心107国道西侧,http://sz.zu.fang.com/chuzu/3_203610076_1.htm
2800.0,78.0,35.9,50%,3室2厅2卫,3,2,2,简装修,整租,1,0,0,0,1,深圳坪山区中山大道与锦龙大道交汇处,http://sz.zu.fang.com/chuzu/3_209795241_1.htm
4500.0,98.0,45.92,100%,3室2厅1卫,3,2,1,中装修,整租,1,0,0,0,1,深圳宝安宝城三十四区,http://sz.zu.fang.com/chuzu/3_209904862_1.htm
4600.0,33.0,139.39,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳福田彩田路与深南路交汇处金盾剧院后面,http://sz.zu.fang.com/chuzu/3_209676952_1.htm
4500.0,92.0,48.91,75%,3室2厅1卫,3,2,1,中装修,整租,1,0,0,0,1,深圳宝安前进路和兴华二路交汇处,http://sz.zu.fang.com/chuzu/3_209158854_1.htm
2600.0,32.0,81.25,0%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳罗湖宝岗路西侧（笋岗公交站附近）,http://sz.zu.fang.com/chuzu/3_209524261_1.htm
4200.0,39.0,107.69,0%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳罗湖深南东路与北斗路交汇处,http://sz.zu.fang.com/chuzu/3_209157990_1.htm
4500.0,88.0,51.14,100%,3室2厅1卫,3,2,1,简装修,整租,1,0,0,0,1,深圳宝安宝安区宝安80区,http://sz.zu.fang.com/chuzu/3_209771070_1.htm
4300.0,76.0,56.58,100%,3室1厅1卫,3,1,1,简装修,整租,1,0,0,0,1,深圳龙岗龙岗区布吉街道吉华路阳光花园南侧,http://sz.zu.fang.com/chuzu/3_209914953_1.htm
3000.0,40.0,75.0,50%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳龙岗龙翔大道与德政路交汇处（龙岗区政府对面）,http://sz.zu.fang.com/chuzu/3_209847665_1.htm
3000.0,86.0,34.88,100%,2室2厅2卫,2,2,2,简装修,整租,1,0,0,0,1,深圳光明新区光明高新西区科发路西侧、十七号南侧,http://sz.zu.fang.com/chuzu/3_209128059_1.htm
4500.0,102.0,44.12,100%,3室2厅2卫,3,2,2,简装修,整租,1,0,0,0,1,深圳宝安福永镇同富裕路,http://sz.zu.fang.com/chuzu/3_208398188_1.htm
3400.0,40.0,85.0,0%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳宝安宝安大道与金海路交汇处,http://sz.zu.fang.com/chuzu/3_209916078_1.htm
4800.0,40.0,120.0,100%,1室1厅1卫,1,1,1,简装修,整租,0,0,0,1,1,深圳南山蛇口工业八路与四海路交汇处,http://sz.zu.fang.com/chuzu/3_209822865_1.htm
4000.0,84.0,47.62,100%,2室2厅1卫,2,2,1,中装修,整租,1,0,0,0,1,深圳罗湖罗湖区布心路1012号,http://sz.zu.fang.com/chuzu/3_209503209_1.htm
3300.0,24.0,137.5,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳罗湖春风路3045号,http://sz.zu.fang.com/chuzu/3_208971612_1.htm
4600.0,78.0,58.97,100%,2室2厅1卫,2,2,1,中装修,整租,1,0,0,0,1,深圳罗湖莲塘鹏兴路1号,http://sz.zu.fang.com/chuzu/3_208013498_1.htm
4500.0,92.0,48.91,100%,3室2厅2卫,3,2,2,简装修,整租,1,0,0,0,1,深圳龙岗布龙公路与深惠公路交汇处北,http://sz.zu.fang.com/chuzu/3_209145459_1.htm
2500.0,30.0,83.33,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳福田福田区八卦岭八卦二路,http://sz.zu.fang.com/chuzu/3_209875878_1.htm
3000.0,49.0,61.22,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,0,1,深圳盐田广东省深圳市盐田区迎宾路与内环路交界西北,http://sz.zu.fang.com/chuzu/3_209187837_1.htm
4000.0,54.0,74.07,100%,2室1厅1卫,2,1,1,中装修,整租,1,0,0,0,1,深圳罗湖文锦北路59号（田贝新村南侧）,http://sz.zu.fang.com/chuzu/3_209530254_1.htm
3800.0,107.0,35.51,100%,3室1厅2卫,3,1,2,中装修,整租,1,0,0,0,1,深圳龙岗吉祥路104号（吉祥路与龙福路交汇处西南侧）,http://sz.zu.fang.com/chuzu/3_209736688_1.htm
3500.0,27.0,129.63,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳罗湖田贝四路与贝丽北路交汇处,http://sz.zu.fang.com/chuzu/3_209195776_1.htm
4500.0,88.0,51.14,100%,3室2厅1卫,3,2,1,中装修,整租,1,0,0,0,1,深圳宝安福永街道白石厦107国道东侧,http://sz.zu.fang.com/chuzu/3_208906300_1.htm
3800.0,62.0,61.29,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,0,1,深圳龙岗布龙公路与坂雪岗大道交汇处南侧,http://sz.zu.fang.com/chuzu/3_209290232_1.htm
3800.0,72.0,52.78,100%,2室2厅1卫,2,2,1,中装修,整租,1,0,0,0,1,深圳罗湖罗湖太白东路与布心东路交汇处,http://sz.zu.fang.com/chuzu/3_209459801_1.htm
4500.0,39.0,115.38,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳福田泰然四路118号,http://sz.zu.fang.com/chuzu/3_209806070_1.htm
3200.0,28.0,114.29,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳罗湖东门中路2110号,http://sz.zu.fang.com/chuzu/3_209779119_1.htm
3500.0,35.0,100.0,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳福田福田区福强路新洲祠堂村,http://sz.zu.fang.com/chuzu/3_209129473_1.htm
3000.0,27.0,111.11,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳罗湖罗湖区新安路45号,http://sz.zu.fang.com/chuzu/3_209701014_1.htm
2600.0,45.0,57.78,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,0,1,深圳龙岗布吉镇水径路（大靓村附近）,http://sz.zu.fang.com/chuzu/3_209921997_1.htm
4800.0,48.0,100.0,100%,1室1厅1卫,1,1,1,毛坯,整租,1,0,0,0,1,深圳福田深南大道与泰然九路交汇处深南大道入口,http://sz.zu.fang.com/chuzu/3_209496220_1.htm
2300.0,35.0,65.71,100%,1室1厅1卫,1,1,1,豪华装修,整租,0,0,1,0,1,深圳宝安广东省深圳市宝安区安富路1号,http://sz.zu.fang.com/chuzu/3_209711919_1.htm
4900.0,50.0,98.0,100%,1室1厅1卫,1,1,1,毛坯,整租,1,0,0,0,1,深圳福田深南大道与泰然九路交汇处深南大道入口,http://sz.zu.fang.com/chuzu/3_209430627_1.htm
3900.0,39.0,100.0,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳福田上步路和八卦二路交汇处,http://sz.zu.fang.com/chuzu/3_206377406_1.htm
2500.0,35.0,71.43,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳宝安新安办21区创业二路灵芝公园旁,http://sz.zu.fang.com/chuzu/3_209916190_1.htm
4500.0,78.0,57.69,100%,2室1厅1卫,2,1,1,中装修,整租,1,0,0,0,1,深圳龙岗龙岗中心城龙翔大道与吉祥路交汇处北侧,http://sz.zu.fang.com/chuzu/3_209849438_1.htm
4200.0,41.0,102.44,100%,1室1厅1卫,1,1,1,中装修,整租,1,0,0,0,1,深圳福田景田东路与新闻路交汇处东南角,http://sz.zu.fang.com/chuzu/3_207859691_1.htm
2000.0,97.0,20.62,100%,3室2厅1卫,3,2,1,中装修,整租,1,0,0,0,1,深圳龙岗龙岗区布吉公园旁宝金龙路和金鹏路交汇处东北角,http://sz.zu.fang.com/chuzu/3_209551344_1.htm
3500.0,43.0,81.4,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,0,1,深圳福田红荔路与皇岗路交界西南角,http://sz.zu.fang.com/chuzu/3_209362405_1.htm
3200.0,30.0,106.67,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳龙岗坂田布龙路与坂雪岗大道交汇处（坂田站A出口西侧50米,http://sz.zu.fang.com/chuzu/3_209772477_1.htm
4000.0,38.0,105.26,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳龙岗坂田街道吉华路与五和大道交界处西南,http://sz.zu.fang.com/chuzu/3_209420645_1.htm
2800.0,50.0,56.0,100%,1室1厅1卫,1,1,1,中装修,整租,1,0,0,0,1,深圳龙岗黄阁南路与深惠路交汇处北角（台中工业区西200米）,http://sz.zu.fang.com/chuzu/3_209072314_1.htm
2700.0,29.0,93.1,100%,1室0厅0卫,1,0,0,简装修,整租,0,0,0,1,1,深圳南山滨海大道与后海大道交汇处,http://sz.zu.fang.com/chuzu/3_209112412_1.htm
3500.0,73.0,47.95,100%,2室1厅1卫,2,1,1,中装修,整租,1,0,0,0,1,深圳龙岗布吉镇深惠公路李朗大道东（宝冠路口公交站附近）,http://sz.zu.fang.com/chuzu/3_209640224_1.htm
4000.0,22.0,181.82,100%,1室0厅1卫,1,0,1,简装修,整租,0,0,0,1,1,深圳南山龙城路与南商路交汇处,http://sz.zu.fang.com/chuzu/3_208971411_1.htm
4500.0,98.0,45.92,100%,3室2厅2卫,3,2,2,简装修,整租,1,0,0,0,1,深圳光明新区观光路（光明会展中心对面）,http://sz.zu.fang.com/chuzu/3_209128709_1.htm
4100.0,33.0,124.24,100%,1室0厅1卫,1,0,1,豪华装修,整租,0,0,1,0,1,深圳福田红岭南路与东园路交汇处岁宝百货旁,http://sz.zu.fang.com/chuzu/3_208266373_1.htm
2180.0,32.0,68.12,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳宝安宝安区宝安31区,http://sz.zu.fang.com/chuzu/3_209830172_1.htm
3800.0,89.0,42.7,100%,3室2厅2卫,3,2,2,简装修,整租,1,0,0,0,1,深圳宝安宝安大道航空新城,http://sz.zu.fang.com/chuzu/3_209643225_1.htm
4200.0,48.0,87.5,100%,1室1厅1卫,1,1,1,中装修,整租,1,0,0,0,1,深圳宝安35区新安五路与宝民一路交汇处,http://sz.zu.fang.com/chuzu/3_209553256_1.htm
4200.0,75.0,56.0,100%,2室2厅1卫,2,2,1,中装修,整租,1,0,0,0,1,深圳罗湖罗沙路南面与畔山路交汇处,http://sz.zu.fang.com/chuzu/3_208525242_1.htm
3600.0,63.0,57.14,100%,2室2厅1卫,2,2,1,简装修,整租,1,0,0,0,1,深圳罗湖莲塘路与鹏兴路交汇处,http://sz.zu.fang.com/chuzu/3_208004055_1.htm
4200.0,134.0,31.34,100%,4室2厅2卫,4,2,2,中装修,整租,1,0,0,0,1,深圳龙岗康乐路与乐园路交汇处,http://sz.zu.fang.com/chuzu/3_209848235_1.htm
3500.0,106.0,33.02,100%,3室2厅2卫,3,2,2,简装修,整租,1,0,0,0,1,深圳宝安福永镇温馨路与广深公路交汇处,http://sz.zu.fang.com/chuzu/3_209319827_1.htm
4800.0,124.0,38.71,100%,3室2厅2卫,3,2,2,简装修,整租,1,0,0,0,1,深圳龙岗龙潭路21号,http://sz.zu.fang.com/chuzu/3_209873986_1.htm
4500.0,50.0,90.0,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,0,1,深圳福田泰然四路118号,http://sz.zu.fang.com/chuzu/3_209107396_1.htm
3400.0,89.0,38.2,100%,3室2厅2卫,3,2,2,中装修,整租,1,0,0,0,1,深圳龙岗平湖良安田平安大道与良白路交汇处（华南城北大门东南侧,http://sz.zu.fang.com/chuzu/3_209842682_1.htm
2500.0,53.0,47.17,100%,1室1厅1卫,1,1,1,中装修,整租,1,0,0,0,1,深圳龙岗华南城西大门口,http://sz.zu.fang.com/chuzu/3_209806763_1.htm
4900.0,75.0,65.33,100%,2室1厅1卫,2,1,1,简装修,整租,1,0,0,0,1,深圳罗湖罗湖笋岗西路,http://sz.zu.fang.com/chuzu/3_209439978_1.htm
3800.0,84.0,45.24,100%,3室2厅1卫,3,2,1,简装修,整租,1,0,0,0,1,深圳宝安福永镇政丰南,http://sz.zu.fang.com/chuzu/3_209480752_1.htm
4500.0,80.0,56.25,100%,2室2厅1卫,2,2,1,简装修,整租,1,0,0,0,1,深圳龙岗布龙公路与坂雪岗大道交汇处南侧,http://sz.zu.fang.com/chuzu/3_208966455_1.htm
900.0,26.0,34.62,100%,1室0厅1卫,1,0,1,简装修,整租,0,1,0,0,1,深圳宝安广东省深圳市宝安区应人石路97,http://sz.zu.fang.com/chuzu/3_208913811_1.htm
2500.0,40.0,62.5,100%,2室2厅1卫,2,2,1,精装修,整租,0,0,1,0,1,深圳龙岗·平湖中心·华南城旁,http://sz.zu.fang.com/chuzu/3_209257478_1.htm
2300.0,67.0,34.33,100%,1室1厅1卫,1,1,1,中装修,整租,1,0,0,0,1,深圳龙岗龙岗深圳市龙岗区平湖华南大道一号,http://sz.zu.fang.com/chuzu/3_209785142_1.htm
4000.0,41.0,97.56,100%,1室1厅1卫,1,1,1,中装修,整租,1,0,0,0,1,深圳宝安新安街道建安一路与新圳路交汇处,http://sz.zu.fang.com/chuzu/3_209809895_1.htm
3300.0,86.0,38.37,100%,2室2厅1卫,2,2,1,简装修,整租,1,0,0,0,1,深圳宝安福永镇温馨路与广深公路交汇处,http://sz.zu.fang.com/chuzu/3_204291665_1.htm
3800.0,88.0,43.18,80%,4室2厅2卫,4,2,2,毛坯,整租,1,0,0,0,1,深圳龙岗龙平西路和爱心路交汇处（龙岗人民医院北500米）,http://sz.zu.fang.com/chuzu/3_209831437_1.htm
3500.0,38.0,92.11,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳罗湖聚福路与仙湖路交汇处,http://sz.zu.fang.com/chuzu/3_208066389_1.htm
4200.0,33.0,127.27,33%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳福田红岭南路与东园路交汇处岁宝百货旁,http://sz.zu.fang.com/chuzu/3_208140725_1.htm
4500.0,39.0,115.38,100%,2室1厅1卫,2,1,1,精装修,整租,0,0,1,0,1,深圳宝安宝民一路与创业二路交汇处,http://sz.zu.fang.com/chuzu/3_209507253_1.htm
4500.0,88.0,51.14,100%,3室2厅2卫,3,2,2,简装修,整租,1,0,0,0,1,深圳宝安深圳市航空新城宝安107国道兴围路口,http://sz.zu.fang.com/chuzu/3_206469249_1.htm
2200.0,31.0,70.97,100%,1室0厅1卫,1,0,1,简装修,整租,0,0,0,1,1,深圳南山西丽镇官龙路10号,http://sz.zu.fang.com/chuzu/3_209920558_1.htm
3000.0,24.0,125.0,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳罗湖友谊路与江贝路交汇处,http://sz.zu.fang.com/chuzu/3_209650807_1.htm
2000.0,36.0,55.56,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳罗湖罗湖区宝安南路广场北街东电大市公安局旁书城对面,http://sz.zu.fang.com/chuzu/3_209782305_1.htm
3800.0,43.0,88.37,100%,1室1厅1卫,1,1,1,中装修,整租,1,0,0,0,1,深圳罗湖中兴路与乐园街交汇处翠园街27号,http://sz.zu.fang.com/chuzu/3_209348054_1.htm
4000.0,39.0,102.56,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳罗湖深南东路与北斗路交汇处,http://sz.zu.fang.com/chuzu/3_209886340_1.htm
3200.0,80.0,40.0,100%,2室2厅1卫,2,2,1,简装修,整租,1,0,0,0,1,深圳龙岗平湖良安田平安大道与良白路交汇处（华南城北大门东南侧,http://sz.zu.fang.com/chuzu/3_209912678_1.htm
3800.0,109.0,34.86,100%,3室2厅2卫,3,2,2,简装修,整租,1,0,0,0,1,深圳宝安松岗沙江西路与朗碧路交汇处,http://sz.zu.fang.com/chuzu/3_208794919_1.htm
2000.0,31.0,64.52,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳盐田明珠道266号,http://sz.zu.fang.com/chuzu/3_208924564_1.htm
3300.0,37.0,89.19,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳罗湖深圳市罗湖区泥岗村金碧路,http://sz.zu.fang.com/chuzu/3_209850268_1.htm
4800.0,52.0,92.31,100%,2室1厅1卫,2,1,1,简装修,整租,1,0,0,0,1,深圳罗湖文锦中路1010号,http://sz.zu.fang.com/chuzu/3_208851724_1.htm
4800.0,68.0,70.59,100%,2室2厅1卫,2,2,1,简装修,整租,1,0,0,0,1,深圳罗湖东湖路与东昌路交汇处,http://sz.zu.fang.com/chuzu/3_209895218_1.htm
3000.0,30.0,100.0,100%,1室0厅1卫,1,0,1,简装修,整租,0,0,0,1,1,深圳南山南山区蛇口工业七路,http://sz.zu.fang.com/chuzu/3_208442933_1.htm
3000.0,99.0,30.3,0%,3室2厅1卫,3,2,1,中装修,整租,1,0,0,0,1,深圳宝安深圳市宝安区流塘路26号,http://sz.zu.fang.com/chuzu/3_209832012_1.htm
3800.0,37.0,102.7,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳龙岗布吉镇坂雪岗达到与隆平路交汇处西南角,http://sz.zu.fang.com/chuzu/3_209899077_1.htm
2600.0,75.0,34.67,100%,3室2厅1卫,3,2,1,简装修,整租,1,0,0,0,1,深圳坪山区中山大道与锦龙大道交界处,http://sz.zu.fang.com/chuzu/3_208903294_1.htm
4500.0,47.0,95.74,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,0,1,深圳宝安新湖路与罗田路交汇处,http://sz.zu.fang.com/chuzu/3_209877628_1.htm
3700.0,86.0,43.02,100%,3室2厅2卫,3,2,2,简装修,整租,1,0,0,0,1,深圳龙岗布龙公路与深惠公路交汇处北,http://sz.zu.fang.com/chuzu/3_209846928_1.htm
3600.0,42.0,85.71,100%,1室1厅1卫,1,1,1,毛坯,整租,1,0,0,0,1,深圳罗湖翠园街与中兴路交界东南,http://sz.zu.fang.com/chuzu/3_209157426_1.htm
3500.0,62.0,56.45,100%,2室2厅1卫,2,2,1,简装修,整租,1,0,0,0,1,深圳龙岗布吉布沙路求水山公园旁,http://sz.zu.fang.com/chuzu/3_209785181_1.htm
4200.0,38.0,110.53,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳福田红岭南路与东园路交汇处岁宝百货旁,http://sz.zu.fang.com/chuzu/3_209277678_1.htm
3500.0,42.0,83.33,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,0,1,深圳福田深圳市福田区梅华路3号,http://sz.zu.fang.com/chuzu/3_209781857_1.htm
3300.0,38.0,86.84,100%,1室1厅1卫,1,1,1,简装修,整租,0,0,0,1,1,深圳南山南山大道与北环大道交界,http://sz.zu.fang.com/chuzu/3_209813884_1.htm
4800.0,37.0,129.73,0%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳福田福田华强福田南路上,http://sz.zu.fang.com/chuzu/3_208376877_1.htm
3500.0,45.0,77.78,100%,1室1厅1卫,1,1,1,中装修,整租,1,0,0,0,1,深圳宝安宝安区西乡镇宝民二路与榕村路交汇南,http://sz.zu.fang.com/chuzu/3_209847599_1.htm
3500.0,41.0,85.37,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,0,1,深圳罗湖中兴路与乐园街交汇处翠园街27号,http://sz.zu.fang.com/chuzu/3_209727527_1.htm
3200.0,40.0,80.0,0%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳宝安宝源路与海城路交汇处,http://sz.zu.fang.com/chuzu/3_209904585_1.htm
4300.0,80.0,53.75,100%,3室2厅1卫,3,2,1,简装修,整租,1,0,0,0,1,深圳宝安福永街道大洋路与塘新路交汇处,http://sz.zu.fang.com/chuzu/3_209798303_1.htm
2800.0,41.0,68.29,100%,2室1厅1卫,2,1,1,简装修,整租,1,0,0,0,1,深圳龙岗布吉镇吉荣路,http://sz.zu.fang.com/chuzu/3_209106543_1.htm
4200.0,40.0,105.0,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳福田福田华强福田南路上,http://sz.zu.fang.com/chuzu/3_209584662_1.htm
4500.0,73.0,61.64,100%,2室2厅1卫,2,2,1,中装修,整租,1,0,0,0,1,深圳宝安76区前进二路与西乡大道交汇处,http://sz.zu.fang.com/chuzu/3_209652545_1.htm
4500.0,37.0,121.62,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳福田红岭南路与东园路交汇处岁宝百货旁,http://sz.zu.fang.com/chuzu/3_209271188_1.htm
3300.0,33.0,100.0,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳罗湖宝安南路松园路二巷一号,http://sz.zu.fang.com/chuzu/3_209757942_1.htm
4500.0,37.0,121.62,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳罗湖深南东路与沿河北路交汇处(近黄贝岭村牌坊),http://sz.zu.fang.com/chuzu/3_209565507_1.htm
4000.0,33.0,121.21,100%,1室0厅1卫,1,0,1,豪华装修,整租,0,0,1,0,1,深圳福田红岭南路与东园路交汇处岁宝百货旁,http://sz.zu.fang.com/chuzu/3_208966612_1.htm
2800.0,40.0,70.0,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳福田上梅林林园东路9号,http://sz.zu.fang.com/chuzu/3_209400240_1.htm
3600.0,94.0,38.3,100%,3室2厅1卫,3,2,1,中装修,整租,1,0,0,0,1,深圳龙岗龙山商业街109号,http://sz.zu.fang.com/chuzu/3_209008238_1.htm
4300.0,30.0,143.33,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳福田竹子林四路与紫竹六道交界处(园博园东),http://sz.zu.fang.com/chuzu/3_209762719_1.htm
4000.0,41.0,97.56,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,0,1,深圳福田香梅路与红荔西路交汇处,http://sz.zu.fang.com/chuzu/3_209057036_1.htm
3000.0,37.0,81.08,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳福田八卦岭八卦一路39号,http://sz.zu.fang.com/chuzu/3_209280622_1.htm
3300.0,38.0,86.84,0%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳罗湖宝岗路西侧（笋岗公交站附近）,http://sz.zu.fang.com/chuzu/3_209088068_1.htm
3800.0,84.0,45.24,100%,3室3厅1卫,3,3,1,中装修,整租,1,0,0,0,1,深圳罗湖罗湖莲塘罗沙路长岭村,http://sz.zu.fang.com/chuzu/3_209751559_1.htm
3200.0,32.0,100.0,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳福田深圳市福田区安得街10号,http://sz.zu.fang.com/chuzu/3_209642971_1.htm
3700.0,35.0,105.71,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳福田上步路和八卦二路交汇处,http://sz.zu.fang.com/chuzu/3_206093646_1.htm
4300.0,41.0,104.88,100%,1室1厅1卫,1,1,1,中装修,整租,1,0,0,0,1,深圳罗湖解放路与和平路交汇处北侧,http://sz.zu.fang.com/chuzu/3_209252142_1.htm
4300.0,38.0,113.16,0%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳福田福田区华强南路与滨河路交汇处,http://sz.zu.fang.com/chuzu/3_208991777_1.htm
2000.0,35.0,57.14,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳宝安建安一路514号,http://sz.zu.fang.com/chuzu/3_209898779_1.htm
2500.0,33.0,75.76,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,0,1,深圳福田福田区八卦岭八卦二路,http://sz.zu.fang.com/chuzu/3_209015439_1.htm
3800.0,38.0,100.0,100%,1室0厅1卫,1,0,1,简装修,整租,0,0,0,1,1,深圳南山南山愉慷片区南山大道与学府路交界处,http://sz.zu.fang.com/chuzu/3_209041350_1.htm
3500.0,52.0,67.31,100%,2室1厅1卫,2,1,1,简装修,整租,1,0,0,0,1,深圳宝安宝安78区前进二路和流塘路交汇处北侧,http://sz.zu.fang.com/chuzu/3_199713520_1.htm
4000.0,40.0,100.0,100%,1室1厅1卫,1,1,1,豪华装修,整租,0,0,1,0,1,深圳福田深圳市福田区安得街10号,http://sz.zu.fang.com/chuzu/3_209702295_1.htm
4800.0,68.0,70.59,100%,2室2厅1卫,2,2,1,简装修,整租,1,0,0,0,1,深圳罗湖东湖路与东昌路交汇处,http://sz.zu.fang.com/chuzu/3_209912546_1.htm
4000.0,45.0,88.89,100%,2室2厅1卫,2,2,1,简装修,整租,1,0,0,0,1,深圳龙岗坂田布龙路与五和大道交汇处西北角(万科四季花城北侧),http://sz.zu.fang.com/chuzu/3_209107420_1.htm
2200.0,36.0,61.11,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳龙岗布吉镇中心龙岭路布吉医院旁,http://sz.zu.fang.com/chuzu/3_209552546_1.htm
2900.0,52.0,55.77,100%,2室1厅1卫,2,1,1,简装修,整租,1,0,0,0,1,深圳龙岗吉华路222号,http://sz.zu.fang.com/chuzu/3_209585933_1.htm
4000.0,33.0,121.21,100%,1室0厅1卫,1,0,1,豪华装修,整租,0,0,1,0,1,深圳福田红岭南路与东园路交汇处岁宝百货旁,http://sz.zu.fang.com/chuzu/3_209114794_1.htm
4300.0,35.0,122.86,0%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,0,1,深圳福田福田区华强南路与滨河路交汇处,http://sz.zu.fang.com/chuzu/3_208991593_1.htm
3800.0,96.0,39.58,100%,3室2厅2卫,3,2,2,简装修,整租,1,0,0,0,1,深圳光明新区公明街道振明路（红花山对面）,http://sz.zu.fang.com/chuzu/3_208580728_1.htm
3650.0,92.0,39.67,100%,3室2厅2卫,3,2,2,简装修,整租,1,0,0,0,1,深圳龙岗龙岗中心城14区清林路与和谐路交汇处西侧,http://sz.zu.fang.com/chuzu/3_209005235_1.htm
3500.0,45.0,77.78,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,0,1,深圳罗湖聚福路161号,http://sz.zu.fang.com/chuzu/3_209595538_1.htm
4200.0,63.0,66.67,100%,2室2厅1卫,2,2,1,简装修,整租,1,0,0,0,1,深圳宝安宝安区前进路与流塘路交汇处,http://sz.zu.fang.com/chuzu/3_204482513_1.htm
